no_of_dependents,income_annum,loan_amount,loan_term,cibil_score,residential_assets_value,commercial_assets_value,luxury_assets_value,bank_asset_value,loan_income_ratio,emi_proxy,emi_income_ratio,asset_total,education_ Not Graduate,self_employed_ Yes,loan_status
4,600000,1800000,6,851,100000,1100000,2100000,800000,2.9999999999999947,299999.99994999997,0.4999999999166657,4100000,False,False,1
2,4400000,12500000,18,492,7900000,1200000,10100000,2700000,2.8409090909090904,694444.4444058642,0.15782828281951455,21900000,False,False,0
4,2700000,5400000,6,861,6300000,2400000,6700000,2700000,1.9999999999999993,899999.99985,0.33333333327777764,18100000,False,True,1
3,6200000,14600000,2,664,18300000,8400000,16800000,6600000,2.354838709677419,7299999.99635,1.1774193542499998,50100000,True,True,1
5,700000,1300000,16,362,2100000,1300000,2000000,1000000,1.8571428571428543,81249.99999492188,0.11607142856417393,6400000,False,True,0
0,3400000,9400000,6,703,600000,6000000,8600000,2600000,2.7647058823529402,1566666.6664055556,0.4607843136486927,17800000,False,False,1
1,4900000,16800000,12,758,1700000,2700000,11100000,5900000,3.428571428571428,1399999.9998833332,0.28571428569047613,21400000,True,True,1
3,4200000,9700000,2,396,700000,8200000,8600000,4300000,2.309523809523809,4849999.997575,1.1547619041845236,21800000,True,True,0
0,5300000,10600000,2,828,8100000,6700000,17400000,5800000,1.9999999999999996,5299999.99735,0.9999999994999998,38000000,False,True,1
5,3700000,10000000,20,709,8000000,800000,12000000,2200000,2.702702702702702,499999.999975,0.13513513512837835,23000000,False,True,1
4,5600000,17500000,10,528,14200000,2300000,12100000,7200000,3.1249999999999996,1749999.999825,0.31249999996874994,35800000,True,True,0
2,4300000,16000000,14,623,9800000,6700000,17000000,4500000,3.7209302325581386,1142857.1427755102,0.26578073087802556,38000000,False,True,1
4,7100000,24500000,14,599,9100000,7000000,20400000,6800000,3.450704225352112,1749999.999875,0.24647887322183096,43300000,True,True,1
4,5400000,12700000,4,622,11000000,3300000,15100000,6500000,2.3518518518518516,3174999.99920625,0.5879629628159722,35900000,False,True,1
0,6000000,13100000,6,385,16600000,7600000,22000000,7400000,2.183333333333333,2183333.3329694443,0.36388888882824066,53600000,True,False,0
4,4100000,12500000,2,579,10900000,7200000,12200000,2000000,3.048780487804877,6249999.996875,1.5243902431402436,32300000,False,True,1
4,8300000,17900000,20,846,12700000,1300000,26800000,12200000,2.156626506024096,894999.99995525,0.10783132529581324,53000000,True,False,1
3,8100000,23900000,10,449,7100000,6100000,28300000,8900000,2.950617283950617,2389999.999761,0.2950617283655555,50400000,False,False,0
1,7200000,24900000,14,666,3600000,11600000,16600000,5800000,3.458333333333333,1778571.4284443879,0.24702380950616495,37600000,True,False,1
5,7200000,17500000,4,380,2300000,400000,17500000,6200000,2.4305555555555554,4374999.99890625,0.6076388887369791,26400000,False,False,0
2,3500000,8100000,4,589,3800000,6700000,12500000,2700000,2.3142857142857136,2024999.99949375,0.5785714284267856,25700000,False,True,1
1,6200000,19500000,12,845,9100000,2900000,15300000,4000000,3.14516129032258,1624999.9998645834,0.26209677417170696,31300000,False,False,1
3,5200000,17300000,10,401,2600000,1400000,12700000,6400000,3.326923076923076,1729999.999827,0.3326923076590384,23100000,True,False,0
0,4500000,14500000,2,766,6100000,8400000,17200000,6600000,3.2222222222222214,7249999.996375,1.6111111103055553,38300000,True,False,1
5,5400000,15100000,12,522,5200000,4700000,13900000,5700000,2.796296296296296,1258333.3332284722,0.23302469133860593,29500000,True,False,0
3,2000000,6900000,6,834,2200000,2800000,6400000,3000000,3.4499999999999984,1149999.9998083333,0.5749999999041664,14400000,True,True,1
3,8900000,25400000,8,588,19400000,12100000,18800000,4500000,2.8539325842696623,3174999.999603125,0.3567415729891151,54800000,False,False,1
2,5000000,10600000,4,570,11900000,900000,14800000,7100000,2.1199999999999997,2649999.9993375,0.5299999998674999,34700000,False,False,1
2,4900000,17600000,6,860,13600000,7500000,12700000,5600000,3.5918367346938767,2933333.3328444446,0.5986394556825396,39400000,False,False,1
4,5300000,19200000,4,655,14200000,6900000,17800000,3900000,3.6226415094339615,4799999.9988,0.9056603771320754,42800000,False,True,1
3,8500000,27700000,4,457,3600000,400000,18900000,5200000,3.258823529411764,6924999.99826875,0.8147058821492644,28100000,True,True,1
5,700000,2100000,14,863,100000,1200000,2700000,600000,2.9999999999999956,149999.99998928572,0.21428571427040785,4600000,False,True,1
3,5900000,18900000,4,742,10800000,4500000,23200000,8000000,3.203389830508474,4724999.99881875,0.8008474574269066,46500000,True,True,1
3,3500000,13300000,4,798,7400000,5300000,12100000,3600000,3.799999999999999,3324999.99916875,0.9499999997624997,28400000,False,False,1
5,7700000,18900000,16,552,15600000,6100000,23900000,6600000,2.454545454545454,1181249.999926172,0.15340909089950283,52200000,True,True,1
2,4500000,12500000,12,418,400000,4300000,12400000,4300000,2.7777777777777772,1041666.6665798611,0.2314814814621913,21400000,True,True,0
0,9100000,22200000,6,419,7400000,600000,18200000,9800000,2.439560439560439,3699999.999383333,0.4065934065256409,36000000,False,False,0
1,9000000,29900000,2,668,22100000,7200000,24400000,4700000,3.3222222222222215,14949999.992525,1.6611111102805551,58400000,True,True,1
2,8900000,29200000,8,608,10800000,5200000,33500000,11700000,3.2808988764044935,3649999.99954375,0.4101123594992977,61200000,True,False,1
5,6500000,13800000,10,342,15300000,2300000,14400000,7300000,2.1230769230769226,1379999.9998619999,0.21230769228646149,39300000,True,False,0
4,8100000,18000000,8,817,1400000,7800000,16900000,10800000,2.222222222222222,2249999.99971875,0.2777777777430555,36900000,True,True,1
1,8400000,29900000,16,476,16100000,2400000,32700000,7500000,3.559523809523809,1868749.999883203,0.22247023808133365,58700000,True,False,0
0,5300000,20000000,6,881,15900000,3700000,19500000,4000000,3.7735849056603765,3333333.3327777777,0.6289308175052409,43100000,True,False,1
2,4100000,15600000,12,838,5500000,4800000,15100000,2700000,3.8048780487804867,1299999.9998916667,0.3170731707052845,28100000,False,False,1
3,6900000,27400000,4,406,10200000,6500000,23900000,5300000,3.9710144927536226,6849999.9982875,0.9927536229402173,45900000,True,False,1
1,5200000,19500000,12,778,5200000,4300000,19900000,5800000,3.749999999999999,1624999.9998645834,0.3124999999739583,35200000,False,True,1
5,2000000,7400000,14,799,3600000,3700000,4300000,1100000,3.6999999999999984,528571.4285336735,0.2642857142668366,12700000,True,True,1
3,4600000,17800000,20,716,12600000,2600000,10800000,4500000,3.8695652173913038,889999.9999555,0.19347826085989125,30500000,False,False,1
0,7100000,20100000,16,756,8000000,5000000,17600000,5400000,2.8309859154929575,1256249.9999214844,0.1769366197072513,36000000,False,True,1
0,9300000,20100000,10,743,4800000,1800000,21900000,13600000,2.1612903225806446,2009999.999799,0.21612903223645158,42100000,True,False,1
3,5400000,19400000,20,731,13800000,3200000,20000000,4300000,3.592592592592592,969999.9999515,0.1796296296206481,41300000,True,False,1
3,4100000,8500000,2,833,12000000,0,16200000,3400000,2.0731707317073167,4249999.997874999,1.0365853653353654,31600000,True,False,1
4,4900000,11400000,8,470,12000000,7500000,14700000,4800000,2.3265306122448974,1424999.999821875,0.29081632649426015,39000000,True,False,0
5,5400000,21200000,20,734,7300000,1800000,11500000,7500000,3.925925925925925,1059999.999947,0.19629629628648146,28100000,False,True,1
0,3000000,9600000,12,620,7900000,0,8600000,3600000,3.199999999999999,799999.9999333334,0.2666666666444444,20100000,False,False,1
0,6800000,14400000,8,812,15200000,4500000,21100000,6400000,2.117647058823529,1799999.999775,0.26470588231985287,47200000,True,True,1
4,5100000,14000000,12,459,9800000,0,10400000,6800000,2.745098039215686,1166666.6665694444,0.2287581699155773,27000000,False,True,0
0,9800000,32600000,10,704,7000000,12100000,30000000,4900000,3.3265306122448974,3259999.999674,0.3326530611912244,54000000,False,True,1
1,1600000,4100000,6,391,4300000,1400000,5700000,700000,2.5624999999999987,683333.3332194444,0.4270833332621525,12100000,False,True,0
4,8000000,29100000,4,421,3100000,12000000,27000000,8800000,3.6374999999999997,7274999.99818125,0.9093749997726561,50900000,False,False,1
5,2900000,6700000,14,796,3800000,3700000,9700000,4200000,2.310344827586206,478571.4285372449,0.1650246305300844,21400000,False,False,1
4,9200000,30300000,10,607,24000000,16600000,29600000,8900000,3.2934782608695645,3029999.999697,0.32934782605402163,79100000,False,False,1
3,9500000,20400000,14,376,2300000,6600000,25900000,8400000,2.147368421052631,1457142.8570387755,0.15338345863566055,43200000,True,False,0
0,3700000,8500000,8,424,1900000,5600000,14800000,4100000,2.297297297297297,1062499.9998671876,0.28716216212626683,26400000,False,True,0
5,7100000,20800000,6,442,2900000,7100000,28200000,7100000,2.929577464788732,3466666.666088889,0.4882629107167448,45300000,False,True,0
5,5600000,17600000,14,448,6700000,3500000,18900000,6800000,3.1428571428571423,1257142.8570530612,0.22448979590233234,35900000,True,False,0
0,1200000,2700000,2,638,1500000,500000,2700000,1500000,2.2499999999999982,1349999.999325,1.124999999437499,6200000,False,True,1
3,1600000,5600000,6,710,3100000,800000,6000000,1600000,3.499999999999998,933333.3331777778,0.5833333332361108,11500000,True,False,1
4,1600000,4800000,20,641,4200000,1000000,4100000,1400000,2.9999999999999982,239999.999988,0.1499999999924999,10700000,True,True,1
2,5300000,20200000,10,348,9200000,9500000,17300000,6100000,3.8113207547169803,2019999.999798,0.38113207543358485,42100000,True,False,0
5,9100000,19900000,20,519,9300000,16400000,28900000,10500000,2.186813186813186,994999.99995025,0.10934065933519228,65100000,True,False,0
4,9400000,35000000,10,517,10700000,15100000,27500000,6700000,3.723404255319148,3499999.99965,0.37234042549468077,60000000,True,True,0
3,5900000,22400000,6,375,6500000,10500000,18100000,4800000,3.7966101694915246,3733333.3327111113,0.6327683614764594,39900000,True,False,0
2,1100000,3400000,10,426,300000,800000,3900000,1400000,3.090909090909088,339999.999966,0.3090909090599997,6400000,False,True,0
4,3100000,11500000,14,785,3200000,3100000,9100000,4200000,3.7096774193548376,821428.5713698979,0.2649769585064186,19600000,False,True,1
4,2200000,8600000,20,373,4100000,1300000,5900000,1400000,3.9090909090909074,429999.9999785,0.19545454544477264,12700000,True,False,0
1,6000000,20100000,6,476,13900000,10000000,15200000,5500000,3.3499999999999996,3349999.9994416665,0.5583333332402777,44600000,False,False,0
1,2000000,5600000,18,320,2400000,2300000,4600000,2100000,2.7999999999999985,311111.1110938272,0.15555555554691353,11400000,False,True,0
4,7200000,22900000,18,657,14600000,400000,17400000,8800000,3.1805555555555554,1272222.2221515432,0.17669753085438097,41200000,False,False,1
1,500000,1900000,12,868,200000,500000,1800000,300000,3.7999999999999923,158333.3333201389,0.31666666664027715,2800000,True,True,1
1,5800000,13900000,6,345,4000000,9300000,20900000,5500000,2.3965517241379306,2316666.6662805555,0.3994252872897509,39700000,True,True,0
0,200000,300000,6,472,400000,100000,700000,0,1.4999999999999927,49999.999991666664,0.24999999995833208,1200000,True,False,0
4,4600000,9500000,20,613,5200000,5900000,13700000,3000000,2.0652173913043472,474999.99997625,0.10326086956005433,27800000,True,True,1
5,4600000,12800000,14,769,13100000,8600000,12100000,3500000,2.7826086956521734,914285.7142204081,0.19875776396095823,37300000,True,True,1
1,6500000,23100000,20,741,11400000,8500000,25700000,7900000,3.553846153846153,1154999.99994225,0.17769230768342306,53500000,False,False,1
4,4400000,16600000,14,889,800000,1400000,14900000,5900000,3.772727272727272,1185714.285629592,0.26948051946127083,23000000,True,True,1
0,900000,3600000,10,683,1400000,700000,3500000,400000,3.9999999999999956,359999.999964,0.3999999999599996,6000000,True,True,1
0,3200000,7400000,18,780,4200000,2600000,9000000,2800000,2.312499999999999,411111.1110882716,0.12847222221508484,18600000,True,True,1
3,600000,1100000,8,538,500000,800000,1400000,300000,1.8333333333333302,137499.9999828125,0.22916666663802043,3000000,False,False,0
1,5200000,12600000,10,721,1100000,8700000,13900000,3600000,2.4230769230769225,1259999.999874,0.2423076922834615,27300000,True,False,1
3,6400000,15200000,14,467,15500000,9100000,18400000,3200000,2.3749999999999996,1085714.2856367347,0.16964285713073976,46200000,True,True,0
2,1000000,2500000,6,551,1700000,200000,3700000,900000,2.4999999999999973,416666.6665972222,0.4166666665972218,6500000,True,False,1
2,6800000,14800000,14,803,11300000,3300000,19600000,6600000,2.176470588235294,1057142.857067347,0.15546218486284513,40800000,True,False,1
0,3000000,8400000,10,361,7700000,200000,7300000,1800000,2.799999999999999,839999.999916,0.27999999997199987,17000000,False,False,0
1,8700000,30700000,6,708,20600000,4500000,27600000,9300000,3.528735632183907,5116666.665813888,0.588122605265964,62000000,True,True,1
4,8800000,20900000,18,766,13500000,15400000,34500000,13100000,2.3749999999999996,1161111.111046605,0.13194444443711417,76500000,False,True,1
1,3900000,11500000,2,464,9300000,5700000,12400000,5100000,2.948717948717948,5749999.997125,1.4743589736217944,32500000,True,True,0
5,1700000,4300000,2,517,100000,200000,6200000,1600000,2.529411764705881,2149999.998925,1.2647058817205876,8100000,False,False,0
3,900000,2300000,6,747,1200000,200000,2900000,600000,2.5555555555555527,383333.3332694444,0.4259259258549377,4900000,True,True,1
1,7200000,24700000,6,596,8800000,1400000,21700000,5800000,3.430555555555555,4116666.6659805556,0.571759259163966,37700000,True,False,1
0,9200000,25400000,2,783,25400000,2000000,19600000,12400000,2.7608695652173907,12699999.993649999,1.380434781918478,59400000,False,False,1
3,5700000,19400000,2,335,7400000,10600000,20600000,7100000,3.403508771929824,9699999.99515,1.7017543851140349,45700000,True,False,1
5,1100000,2700000,4,889,1900000,1000000,2200000,500000,2.4545454545454524,674999.9998312499,0.6136363634829539,5600000,True,True,1
2,1100000,2200000,4,874,1900000,1300000,2100000,900000,1.9999999999999982,549999.9998625,0.4999999998749996,6200000,True,True,1
0,6000000,23900000,4,394,6700000,5800000,21900000,4500000,3.9833333333333325,5974999.99850625,0.9958333330843748,38900000,False,True,1
2,8100000,28500000,20,420,1500000,1400000,31800000,10000000,3.518518518518518,1424999.99992875,0.17592592591712963,44700000,False,True,0
2,6500000,25100000,20,848,11500000,8600000,17400000,4400000,3.861538461538461,1254999.99993725,0.1930769230672692,41900000,True,True,1
0,7600000,17900000,16,788,1700000,7800000,27100000,5900000,2.3552631578947367,1118749.9999300782,0.1472039473592208,42500000,False,True,1
1,2200000,4900000,8,509,3800000,0,5400000,2900000,2.227272727272726,612499.9999234375,0.27840909087428967,12100000,False,False,0
4,6300000,23900000,6,899,0,11400000,20600000,6700000,3.793650793650793,3983333.3326694444,0.632275132169753,38700000,False,True,1
4,6700000,15800000,12,466,7500000,4600000,19900000,6600000,2.3582089552238803,1316666.6665569444,0.1965174129189469,38600000,True,True,0
5,1300000,4300000,2,595,1300000,500000,2900000,1500000,3.3076923076923053,2149999.998925,1.6538461530192297,6200000,False,True,1
1,2800000,6700000,12,322,1900000,2000000,8600000,2100000,2.392857142857142,558333.3332868055,0.19940476188814477,14600000,True,False,0
3,7000000,18900000,2,691,6300000,7400000,15200000,3900000,2.6999999999999997,9449999.995275,1.3499999993249998,32800000,False,False,1
3,8800000,26700000,10,379,10100000,15500000,27000000,9700000,3.0340909090909083,2669999.999733,0.30340909087874995,62300000,True,True,0
0,8900000,25800000,18,531,12400000,3400000,22900000,5400000,2.8988764044943816,1433333.3332537038,0.1610486891296296,44100000,False,False,0
5,7000000,21800000,4,631,8100000,7100000,14600000,10000000,3.114285714285714,5449999.9986375,0.7785714283767856,39800000,True,False,1
0,6900000,18600000,10,330,19600000,9400000,16400000,4500000,2.695652173913043,1859999.999814,0.2695652173643478,49900000,False,True,0
5,9200000,29200000,16,383,17700000,13300000,30400000,5700000,3.1739130434782603,1824999.9998859374,0.19836956520499316,67100000,False,False,0
0,6100000,19700000,16,678,13700000,2300000,19300000,5500000,3.229508196721311,1231249.999923047,0.20184426228246669,40800000,False,True,1
1,4400000,14700000,8,894,11400000,6300000,9400000,2400000,3.3409090909090904,1837499.9997703126,0.4176136363114346,29500000,False,True,1
4,9900000,22700000,12,567,28300000,9900000,29700000,5400000,2.2929292929292924,1891666.6665090278,0.19107744106151792,73300000,True,False,1
5,3900000,14000000,4,708,700000,1800000,15600000,5200000,3.589743589743589,3499999.999125,0.8974358972115383,23300000,True,False,1
3,6800000,21200000,2,433,10700000,1900000,23200000,6300000,3.117647058823529,10599999.9947,1.5588235286323526,42100000,False,False,1
4,3600000,8700000,14,302,6400000,3700000,7800000,4100000,2.416666666666666,621428.5713841837,0.17261904760671765,22000000,True,False,0
4,700000,2600000,14,736,2100000,600000,1900000,400000,3.7142857142857086,185714.28570102042,0.26530612243002877,5000000,False,False,1
2,4000000,8500000,6,323,11200000,1000000,14300000,4100000,2.1249999999999996,1416666.6664305555,0.3541666666076388,30600000,True,True,0
4,1800000,4100000,12,670,1900000,2900000,4700000,2200000,2.277777777777777,341666.66663819447,0.18981481479899684,11700000,False,False,1
3,5600000,21000000,12,609,8800000,11000000,15800000,4900000,3.7499999999999996,1749999.9998541668,0.3124999999739583,40500000,True,False,1
4,6800000,24200000,18,349,18800000,0,15800000,9400000,3.558823529411764,1344444.4443697531,0.19771241828966954,44000000,True,False,0
5,600000,1500000,2,319,100000,1100000,2100000,600000,2.4999999999999956,749999.9996249999,1.2499999993749977,3900000,True,True,0
1,4200000,16200000,14,391,5800000,2100000,14100000,2600000,3.8571428571428563,1157142.857060204,0.27551020406195326,24600000,True,False,0
4,5000000,18700000,10,755,3600000,600000,13000000,2600000,3.7399999999999993,1869999.999813,0.3739999999625999,19800000,True,False,1
1,4100000,12200000,6,354,7300000,5600000,16300000,3500000,2.9756097560975605,2033333.3329944445,0.4959349592669376,32700000,True,False,0
3,2200000,8800000,2,877,5000000,1300000,6400000,3100000,3.9999999999999982,4399999.9978,1.9999999989999993,15800000,True,True,1
1,3400000,8600000,16,312,6400000,6100000,8400000,3000000,2.529411764705882,537499.9999664063,0.1580882352842371,23900000,True,False,0
0,7100000,15900000,14,746,9500000,3900000,23500000,8000000,2.2394366197183095,1135714.2856331633,0.15995975853988215,44900000,False,False,1
3,5800000,19600000,16,313,11100000,8100000,22700000,6300000,3.379310344827586,1224999.9999234376,0.2112068965385237,48200000,False,False,0
2,3400000,12900000,14,857,3400000,2500000,8700000,1900000,3.7941176470588225,921428.5713627551,0.2710084033419867,16500000,False,False,1
2,7700000,18300000,20,504,14600000,500000,18300000,4600000,2.3766233766233764,914999.99995425,0.11883116882522725,38000000,True,False,0
0,500000,1200000,14,556,900000,0,1800000,500000,2.3999999999999955,85714.28570816327,0.1714285714163262,3200000,False,False,1
2,5300000,11000000,14,393,6800000,2400000,20500000,5200000,2.075471698113207,785714.2856581633,0.14824797842606852,34900000,False,True,0
0,4700000,14400000,14,881,11000000,6100000,17600000,2400000,3.063829787234042,1028571.4284979592,0.21884498478679978,37100000,False,False,1
2,4300000,12200000,14,719,5100000,2600000,14000000,5700000,2.8372093023255807,871428.5713663265,0.2026578072944945,27400000,False,True,1
2,900000,2500000,16,458,0,100000,3200000,1100000,2.7777777777777746,156249.99999023438,0.17361111110026023,4400000,False,True,0
4,2000000,7500000,14,857,4300000,1500000,4200000,2100000,3.7499999999999982,535714.2856760204,0.2678571428380101,12100000,False,False,1
2,2000000,7600000,16,429,5300000,3100000,5800000,2200000,3.799999999999998,474999.9999703125,0.23749999998515614,16400000,False,True,0
3,4100000,15900000,12,538,3900000,800000,8800000,5700000,3.878048780487804,1324999.9998895833,0.3231707316803861,19200000,True,False,0
1,6900000,14400000,10,828,4600000,13000000,26700000,9000000,2.08695652173913,1439999.999856,0.20869565215304345,53300000,True,False,1
5,2300000,6100000,6,339,5100000,2500000,8300000,2400000,2.652173913043477,1016666.6664972223,0.4420289854335747,18300000,False,True,0
5,5800000,16600000,18,376,2500000,7500000,21100000,2800000,2.862068965517241,922222.2221709876,0.15900383140879096,33900000,False,True,0
5,8000000,30000000,14,549,14800000,200000,17300000,7000000,3.7499999999999996,2142857.1427040817,0.2678571428380102,39300000,True,False,0
3,3700000,12700000,18,587,11000000,3100000,8800000,4100000,3.4324324324324316,705555.555516358,0.1906906906800967,27000000,True,True,1
0,2600000,8400000,18,861,0,3500000,6200000,3800000,3.2307692307692295,466666.66664074076,0.1794871794772079,13500000,True,False,1
0,3000000,7000000,12,409,6400000,4900000,8000000,3500000,2.3333333333333326,583333.3332847222,0.19444444442824066,22800000,True,False,0
4,2700000,10200000,4,528,7800000,2200000,10000000,1600000,3.7777777777777763,2549999.9993625,0.944444444208333,21600000,False,False,1
4,5700000,19600000,8,691,8800000,2200000,12100000,3000000,3.4385964912280698,2449999.99969375,0.42982456134978064,26100000,True,False,1
2,1500000,3600000,4,584,3900000,1300000,4800000,1700000,2.3999999999999986,899999.999775,0.5999999998499996,11700000,False,False,1
5,6800000,20000000,4,459,14500000,3000000,25000000,4900000,2.941176470588235,4999999.99875,0.7352941174632353,47400000,True,False,0
1,8100000,31700000,10,755,0,12700000,30100000,4700000,3.91358024691358,3169999.999683,0.3913580246522222,47500000,False,True,1
3,9200000,27700000,20,688,4800000,16300000,25800000,11200000,3.0108695652173907,1384999.9999307499,0.15054347825334236,58100000,True,True,1
1,7600000,26000000,6,384,2600000,1200000,20000000,7900000,3.421052631578947,4333333.332611111,0.5701754385014619,31700000,True,True,0
4,600000,1600000,20,869,1400000,1000000,1700000,200000,2.666666666666662,79999.999996,0.13333333332666644,4300000,False,False,1
1,4700000,18700000,20,445,2100000,0,11100000,4000000,3.9787234042553186,934999.99995325,0.19893617020281912,17200000,True,True,0
0,1400000,5500000,6,393,500000,1500000,5400000,1800000,3.928571428571426,916666.6665138889,0.6547619046527773,9200000,False,False,0
3,9400000,24600000,10,414,8800000,13400000,23800000,5600000,2.6170212765957444,2459999.999754,0.2617021276334042,51600000,False,True,0
2,9700000,19900000,16,395,2800000,13700000,37000000,10800000,2.051546391752577,1243749.9999222655,0.1282216494765222,64300000,False,False,0
3,8900000,21000000,14,815,200000,10800000,21600000,6400000,2.3595505617977524,1499999.9998928572,0.16853932583065806,39000000,True,True,1
5,4600000,10500000,8,758,3900000,4300000,15800000,2900000,2.2826086956521734,1312499.9998359375,0.2853260869208559,26900000,False,False,1
5,5600000,14500000,10,457,6900000,7800000,20600000,4600000,2.589285714285714,1449999.999855,0.25892857140267855,39900000,True,True,0
0,1000000,3200000,10,854,2600000,800000,2900000,1200000,3.1999999999999966,319999.999968,0.31999999996799966,7500000,False,True,1
3,3500000,10300000,16,324,2400000,900000,12600000,2400000,2.942857142857142,643749.9999597656,0.18392857141707583,18300000,False,False,0
0,7900000,31500000,14,849,19400000,10300000,26600000,10600000,3.9873417721518982,2249999.999839286,0.2848101265619349,66900000,True,False,1
3,6100000,24200000,12,672,300000,11100000,23500000,5000000,3.967213114754098,2016666.666498611,0.3306010928686247,39900000,False,True,1
3,8900000,20900000,6,859,9600000,16500000,29300000,11100000,2.3483146067415723,3483333.3327527777,0.39138576772503114,66500000,True,True,1
4,5300000,15400000,8,584,5100000,1700000,14000000,5000000,2.90566037735849,1924999.999759375,0.3632075471244103,25800000,False,False,1
5,1300000,4800000,4,346,3200000,1600000,3400000,1600000,3.69230769230769,1199999.9997,0.9230769228461532,9800000,True,False,1
3,4000000,12800000,18,635,6000000,7000000,12900000,4200000,3.1999999999999993,711111.1110716049,0.17777777776790119,30100000,False,False,1
2,8700000,22700000,4,365,8200000,14800000,30200000,7200000,2.60919540229885,5674999.99858125,0.6522988504116378,60400000,True,False,0
1,9500000,20000000,16,856,24900000,0,35700000,6200000,2.1052631578947363,1249999.999921875,0.13157894736019735,66800000,True,False,1
5,9000000,20000000,2,440,17100000,1000000,28500000,7600000,2.222222222222222,9999999.995,1.1111111105555553,54200000,False,True,0
0,7300000,23300000,2,616,15700000,5900000,25800000,4100000,3.1917808219178077,11649999.994175,1.5958904101609588,51500000,False,True,1
3,7400000,25700000,2,461,5700000,2900000,15100000,5100000,3.4729729729729724,12849999.993575,1.736486485618243,28800000,False,True,1
5,3100000,10800000,10,681,5100000,1700000,7400000,1500000,3.4838709677419346,1079999.9998919999,0.3483870967393547,15700000,True,False,1
2,4300000,9400000,2,485,11000000,8100000,11000000,2200000,2.1860465116279064,4699999.99765,1.0930232552674417,32300000,False,False,0
1,2400000,8300000,6,684,5500000,3500000,5300000,2300000,3.458333333333332,1383333.3331027778,0.5763888887928239,16600000,False,True,1
1,5400000,17900000,14,727,13100000,0,12300000,4700000,3.3148148148148144,1278571.428480102,0.2367724867555744,30100000,False,False,1
2,1600000,5100000,6,784,1400000,2400000,4500000,1400000,3.1874999999999982,849999.9998583333,0.5312499999114579,9700000,True,False,1
3,9900000,20400000,4,865,26300000,3600000,36500000,12800000,2.06060606060606,5099999.998725,0.5151515150227272,79200000,True,True,1
3,5800000,20100000,18,791,1400000,10800000,16300000,5600000,3.4655172413793096,1116666.6666046297,0.19252873562148784,34100000,True,False,1
4,2200000,8500000,16,866,4000000,1900000,6800000,2800000,3.863636363636362,531249.9999667968,0.24147727271218028,15500000,True,False,1
0,5000000,14400000,2,761,0,7300000,12600000,4500000,2.8799999999999994,7199999.9964,1.4399999992799997,24400000,False,False,1
2,600000,2100000,18,572,400000,500000,1400000,300000,3.499999999999994,116666.66666018519,0.19444444443364164,2600000,True,True,1
4,2200000,8600000,6,601,2700000,2900000,6700000,3300000,3.9090909090909074,1433333.3330944444,0.6515151514065654,15600000,False,False,1
1,2600000,5500000,14,820,2700000,2400000,9300000,2000000,2.1153846153846145,392857.1428290816,0.15109890108810825,16400000,False,True,1
4,1200000,4300000,8,598,1600000,1800000,3200000,1300000,3.5833333333333304,537499.9999328125,0.44791666661067675,7900000,True,False,1
2,3100000,8700000,18,544,5300000,1100000,12200000,1500000,2.806451612903225,483333.3333064815,0.15591397848596172,20100000,False,False,0
5,4600000,14500000,14,561,2300000,6200000,10200000,5800000,3.1521739130434776,1035714.2856403061,0.22515527948702302,24500000,True,True,1
4,9300000,35500000,6,547,2800000,17800000,27000000,13900000,3.817204301075268,5916666.665680556,0.6362007167398446,61500000,False,True,0
4,6300000,13400000,2,504,10500000,10900000,14500000,9400000,2.1269841269841265,6699999.99665,1.0634920629603173,45300000,False,False,0
2,5900000,20800000,14,530,7100000,5800000,13100000,8800000,3.525423728813559,1485714.2856081633,0.2518159806115531,34800000,True,False,0
2,2900000,10600000,6,614,1000000,300000,7600000,3600000,3.6551724137931023,1766666.6663722221,0.6091954021973178,12500000,False,True,1
4,6100000,22400000,18,351,11800000,5000000,24400000,4800000,3.6721311475409832,1244444.4443753087,0.20400728596316534,46000000,True,False,0
4,5900000,19700000,10,431,3300000,9200000,22700000,5300000,3.338983050847457,1969999.999803,0.33389830505135587,40500000,False,True,0
1,4600000,18400000,10,403,200000,8800000,17300000,2900000,3.999999999999999,1839999.999816,0.3999999999599999,29200000,True,True,0
2,7000000,20200000,8,668,16600000,5000000,26100000,9100000,2.8857142857142852,2524999.999684375,0.36071428566919633,56800000,True,False,1
3,5100000,10400000,18,399,8000000,4300000,20100000,4600000,2.039215686274509,577777.777745679,0.11328976034228998,37000000,True,True,0
1,3100000,10600000,14,665,6200000,800000,9500000,3900000,3.4193548387096766,757142.8570887755,0.24423963131895976,20400000,False,False,1
2,4100000,12800000,16,344,10300000,7000000,15800000,4100000,3.1219512195121943,799999.99995,0.195121951207317,37200000,False,False,0
0,1800000,5400000,16,555,3900000,2900000,5100000,1700000,2.9999999999999987,337499.99997890624,0.18749999998828115,13600000,False,False,1
4,8200000,26900000,20,301,23800000,13600000,31000000,9900000,3.2804878048780486,1344999.99993275,0.1640243902357012,78300000,True,True,0
2,800000,2100000,6,726,2000000,0,2600000,600000,2.6249999999999964,349999.99994166667,0.43749999992708277,5200000,True,True,1
2,8400000,23100000,6,689,5700000,2500000,18900000,11900000,2.7499999999999996,3849999.999358333,0.4583333332569443,39000000,False,False,1
